name,overview,popularity,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,first_air_year,in_production_True
Heston's Feasts,"Heston's Feasts is a television cookery programme starring chef Heston Blumenthal and produced by Optomen for Channel 4. The programme follows Blumenthal as he conceptualizes and prepares unique feasts for the entertainment of celebrity guests. The first series premiered on 3 March 2009, followed by a second series of seven episodes beginning in April 2010.",0.0078063244877969494,0.9,4.2653017701002346e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,False
"Be Cool, Scooby-Doo!","The gang decide to go traveling in the Mystery Machine, seeking fun and adventure during what could possibly be their last summer break together. However, havoc-wreaking monsters seem to be drawn to them, appearing almost every stop of the way.",0.013014506984990137,0.8182,0.004094689699296225,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015.0,False
The Unforgettable Memory,"The Unforgettable Memory is a Taiwanese prime-time television series, originally broadcast on Formosa Television from 22 September 2004 to 28 September 2006 for 526 episodes. With a run-time of over 50,000 minutes, it is the longest Taiwanese TV drama in the 21st century.",0.014948352583111696,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2004.0,False
BEEF,A road rage incident between two strangers — a failing contractor and an unfulfilled entrepreneur — sparks a feud that brings out their darkest impulses.,0.017202335611337893,0.7783000000000001,0.023970995947963317,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,True
Golden Boy,"Kintaro Oe is a 25-year-old boy who left Tokyo University and now lives a simple life, traveling by bicycle to learn everything he can about the world.",0.01416215252685192,0.8180000000000001,0.017402431222008956,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,False
The Queen of NEWS,"This drama “The Queen of NEWS” is about the highly-watched 6:30 PM news report is the battleground for news anchors. In the news department, seasoned anchors Man Wai-sum and Leung Ging-yan split into two factions, each vying for the top spot. Wen causes quite a stir and eventually climbs the corporate ladder. The vacancy for the prime-time female anchor sparks a series of storms!",0.01189200547690936,0.8,0.00042653017701002344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,True
Inas Nacht,,0.013088592084523464,0.78,0.00021326508850501172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007.0,True
Blood,"Park Ji-sang, a surgeon, leads a double life. While he tries to save his patients' lives, on the other hand, he is also a vampire who constantly craves for blood.",0.013625821306290926,0.7338,0.0015781616549370868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,False
Final Space,"An astronaut named Gary and his planet-destroying sidekick Mooncake embark on serialized journeys through space in order to unlock the mystery of “Final Space,” the last point in the universe, if it actually does exist.",0.015904723867996514,0.8385,0.03437833226700789,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,False
Místo zločinu Ostrava,,0.014008145319943238,0.6000000000000001,8.530603540200469e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,False
Old Bridge Secret,,0.009908545312130628,0.53,0.00042653017701002344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,False
Das Boot,An inexperienced U-boat crew has to survive a secret mission and a young German woman is torn between loyalty for her home country and the French resistance in the WWII drama.,0.012997220461765692,0.6900000000000001,0.005033056088718277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,False
Ultraseven,"In the not-too-distant future, the Earth finds itself constantly under attack from extraterrestrial threats. The Terrestrial Defense Force establishes the Ultra Garrison, a team of six elite members who utilize high-tech vehicles and weaponry. Joining their fight is the mysterious Dan Moroboshi, secretly an alien from the Land of Light in Nebula M-78, who transforms into his true form in times of crisis, Ultraseven.",0.010960778225805549,0.77,0.004521219876306249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1967.0,False
The Octopus,"An epic crime saga of power, money, violence and corruption. The mafia controls everything through local and international networks like an octopus, and anyone who tries to bring them down pays the ultimate price.",0.009972303397789616,0.7933,0.0019193857965451055,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1984.0,False
Serial Experiments Lain,"Lain—driven by the abrupt suicide of a classmate—logs on to the Wired and promptly loses herself in a twisted mass of hallucinations, memories, and interconnected-psyches.",0.010791280498085351,0.8189000000000001,0.02124120281509917,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1998.0,False
The Law Cafe,A former prosecutor landlord and a former Miss Korea lawyer begin their crazy romance in a law office cafe.,0.01247458375960328,0.6000000000000001,0.0010236724248240564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022.0,False
Simona,Simona is a happy and fun young woman; sure of herself and what she wants. She is a teenager who had to overcome difficulties since she was very young: she had to learn to grow without her parents as guides.,0.017722727310484142,0.55,0.00017061207080400938,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,False
The Great White Tower,"A striking drama of the amazingly gifted surgeon Zaizen Goro, caught up by his desire for power and fame, and his contemporary physician Satomi Shuji, who selflessly continues a quest to save human lives. The Great White Tower is the title of a representative novel by Toyoko Yamazaki that depicts the hidden side of the medical world and the dignity of human life, thus shocking and moving many readers, marking a milestone in medical dramas. A dense human drama develops starting with the first half, which depicts the tragicomic circumstances arising from human ambition in the selection of professors, and proceeding to the second half, which inquires into the dignity of human life through a medical court case involving a malpractice suit.",0.017617885669629397,0.8900000000000001,0.0009383663894220516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2003.0,False
Ayakashi Triangle,"Japan may be brimming with mysterious monsters called ayakashi, but they have a special exorcist ninja force to counter the threat! Young exorcist ninja Matsuri spends his days fighting ayakashi to protect his childhood friend Suzu. But when an ayakashi cat named Shirogane shows up, things get turned upside down!",0.014100190443605859,0.6900000000000001,0.0010236724248240564,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,False
Chimera,"Chimera incident, a serial murder and explosion crime that shook the year of 1984, takes place exactly the same thirty five years later in 2019. Just like the terrible explosion in the past, the murder of the crime is called Chimera, a monster in the Greek myth with the head of a lion, body as a goat, and tail as a snake that shoots fire through its throat.",0.011807593363501685,0.65,0.0007251013009170399,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2021.0,False
Shadow of Justice,"For the sake of upholding their values and exacting justice, the Chief Inspector of the Traffic Investigation Department and the Superintendent of the East Kowloon Crime Squad join hands in a battle of wits and will against a lawyer who is known for finding loopholes to help his client.",0.012197101386805714,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,False
Scum's Wish,"Seventeen-year-old Mugi Awaya and Hanabi Yasuraoka appear to be the ideal couple. They are both pretty popular, and they seem to suit each other well. However, outsiders don't know of the secret they share. Both Mugi and Hanabi have hopeless crushes on someone else, and they are only dating each other to soothe their loneliness. Mugi is in love with Akane Minagawa, a young teacher who used to be his home tutor. Hanabi is also in love with a teacher, a young man who has been a family friend since she was little. In each other, they find a place where they can grieve for the ones they cannot have, and they share physical intimacy driven by loneliness. Will things stay like this for them forever?",0.016500547668485795,0.6315000000000001,0.00345489443378119,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017.0,False
The Magilla Gorilla Show,Magilla Gorilla is a fictional gorilla and the star of The Magilla Gorilla Show by Hanna-Barbera that aired from 1964 to 1967.,0.014788508368360993,0.5815,0.0011516314779270633,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964.0,False
Pantheon,"A bullied teen receives mysterious help from someone online: a stranger soon revealed to be her recently deceased father, David, whose consciousness has been uploaded to the Cloud following an experimental destructive brain scan. David is the first of a new kind of being – an “Uploaded Intelligence” or “UI” – but he will not be the last, as a global conspiracy unfolds that threatens to trigger a new kind of world war.",0.012078565227552386,0.7843,0.0037961185753892087,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022.0,False
Nozomi in the Sun,"Two baby girls were born in the same hospital: one of them is the daughter of an aristocratic family while the other belongs to a deprived household which lives in the slums of the city. However, the nurse-in-charge, Michiko, secretly switches the two babies due to a personal grudge, resulting in a change of fates of the girls from then on. Many years later, the lives of the two girls continue to be intertwined with each other, with the rich Miki ill-treating the poor Nozomi, yet both of them hold similar dreams to become a singer.",0.011308304692707355,0.65,8.530603540200469e-05,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1971.0,False
Happy 7 Fairies,,0.011407084825418464,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2005.0,False
Stratos 4,Earth has developed a defense system against meteorites that are on a collision course with it. Mikaze a troubled girl that is a trainee pilot for a Meteor Sweeper team that dreams of becoming a prestigious Comet Blaster pilot.,0.02007010246418266,0.6000000000000001,0.00012795905310300704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.0,False
Mortal Kombat: Defenders of the Realm,A group of warriors come together to defend Earthrealm from invaders who entered through portals from various other dimensions.,0.012901583333277209,0.7000000000000001,0.004137342716997228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,False
Der Landarzt,,0.02039764840424063,0.53,0.00012795905310300704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1987.0,False
Колдовская любовь,,0.01001046844906436,1.0,4.2653017701002346e-05,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2008.0,False
The Tatami Galaxy,"When a college dropout stops for a late night bite at a mysterious ramen stand, he crosses paths with a self-proclaimed deity of matrimony. This bizarre meeting sends the young man hurtling through a horrifying flashback to his not-so-glorious college days when the influence of a cruel new friend turned him from a hopeless romantic into a mischievous “black cupid.”",0.01662626783739084,0.8455,0.004307954787801237,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,False
Tecendo o Saber,,0.010683295853007979,0.8,4.2653017701002346e-05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005.0,False
Al Filo de la Muerte,,0.012928074368867913,0.2,4.2653017701002346e-05,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1991.0,False
Pretty Hard Cases,"A fun and honest portrayal of two radically different female detectives in their early 40s following Guns and Gangs detective Sam and Narcotics detective Kelly, who by day are true action heroes in their own particular way: skilled, tough, determined, and ruthless. But by night, they’re both grappling with loneliness, dysfunctional families, screwed-up love lives, and a sense that their professional ambitions may not be totally in line with their personal needs.",0.010193211694579912,0.66,0.0011516314779270633,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,False
Os Malucos do Riso,,0.008599708553708441,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995.0,True
The Adventures of Lano and Woodley,"The Adventures of Lano and Woodley is an Australian comedy television show starring the comedic duo of Lano and Woodley, consisting of two series which aired on ABC TV from 1997 to 1999. The first series was distributed on VHS and in 2004 The Complete Adventures of Lano and Woodley was released as a 2-disc DVD rather than each series being released separately.",0.00863315909864925,0.9199999999999999,0.00021326508850501172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997.0,False
Gundam Build Divers,"The Gunpla Force Battle Tournament is a big event held in GBN once per year. Competing in the final round are Avalon, led by the champion Kyoya Kujo, and the elite 7th Panzer Division led by the cunning Rommel. Starting with Kyoya's Gundam AGE II Magnum, a variety of Gunpla take to the field to determine which is the strongest force!",0.011138806964987157,0.76,0.00042653017701002344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,False
Глухарь. Продолжение,,0.008682549165004803,0.675,0.00017061207080400938,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009.0,False
Mr. Hiiragi's Homeroom,"With graduation 10 days away, homeroom teacher Hiiragi gathered all 29 students of class 3-A and proclaims them his hostages. His last lesson regards the death of a student that passed away a few months before. Nobody will be able to graduate until the truth is known.",0.016981651814849216,0.8,0.0015355086372360845,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2019.0,False
The 5 Mrs. Buchanans,"The 5 Mrs. Buchanans is a U.S. television situation comedy that aired on CBS from September 24, 1994 to March 25, 1995. Set in the fictional town of Mercy, Indiana, the show centers on the small-town misadventures of four disparate women with one thing in common: their loathing for their monster of a mother-in-law.",0.01034564739937728,1.0,4.2653017701002346e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0,False
He and She Stories,"A drama consisting of several separate episodes, each episode discusses a different issue of men and women and their relationship with each other.",0.007777588449190082,0.7000000000000001,4.2653017701002346e-05,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1985.0,False
My Lovely Sam Soon,"Kim Samsoon is a baker who has a talent in making pastries and cakes. On Christmas Eve, she caught her boyfriend, Min Hyeonwoo, cheating on her and breaks up. On that same night, she accidentally went into the men's restroom and met Hyeon Jinheon. By sheer coincidence, Jinheon needs a baker for his restaurant Bon Appetit and Samsoon is unemployed. Samsoon is hired as the restaurant's chief baker and the two fight like cat and dog.",0.015390169176692291,0.8500000000000001,0.00780550223928343,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2005.0,False
Ginga e Kickoff!!,"The story follows a boy who was in a soccer team, but it was disbanded due to not enough players. However, after the boy meets a female professional soccer player, he aims to bring his soccer team back.",0.012218204415157634,0.8500000000000001,0.00017061207080400938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,False
Wings,Brothers Brian and Joe Hackett attempt to run an airline on the New England island of Nantucket while surrounded by their various wacky friends and employees.,0.014716443771542208,0.6835,0.00490509703561527,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,False
The Boy's Word: Blood on the Asphalt,"In the late 1980s, when “perestroika” was taking place in the USSR and the era of the Soviet Union was about to collapse, life became unstable and very different. The 1980s brought not only freedom, but also waves of crime on the city streets. While some young people began to ‘grow up’ on the streets, others found it difficult to find their place in this unpredictable reality. Andrey, lives with his mother and five-year-old sister. He studies at a music school and often encounters street teenagers who harass him. To protect himself, Andrey makes friends with one of these teenagers, Marat, who introduces him to gang life. Youth groups fight for every piece of territory; they defend their right to live the life, even breaking laws and promises. The only thing that matters to them is the vows they make to their gang members-brothers, with whom they confront the violence and fears of the adult world.",0.011874494453383299,0.9104,0.007165706973768394,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,False
Shark Tank,"Aspiring entrepreneurs pitch various business ideas to ""The Sharks"" -- tough, self-made, multi-millionaire and billionaire tycoons -- in hopes of landing an investment.",0.014830714425064832,0.67,0.004819791000213265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,True
Countdown – Die Jagd beginnt,Countdown – Die Jagd beginnt is a German television series.,0.014547619544726859,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,False
General Electric True,,0.009664064483670635,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962.0,False
XL Joushi,"Running short of money, office lady Saki Watase is introduced to a part-time job where she's tasked with reviewing XL-size condoms. While receiving an escort home after a night of drinking, Saki's ""demon"" boss Keisuke Sudou notices that she's carrying a large quantity of condom. Once Saki explains her circumstances, Keisuke reveals that he is XL-size. A romance between the two thus begins.",0.011591848573648561,0.6091000000000001,0.0004691831947110258,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,False
12-sai.: Chicchana Mune no Tokimeki,"The story begins with Hanabi, a sixth-grade girl who is neither an adult nor a child. She deals with issues such as accidentally witnessing her homeroom teacher kissing, and worrying about experiencing physiological changes before her friends. The series depicts a 12-year-old girl's innocent worries and first love.",0.015773391191551068,0.7000000000000001,0.0002985711239070164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016.0,False
Ervin Laszlo’s Legacy of a Coherent Universe,"As a philosopher, Ervin Laszlo has spent a majority of his life digging into these mysteries. The fruits of his research reveal some startling discoveries of our untapped potential as a sapient species connected with a conscious coherent universe.",0.011293038672197456,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,False
Huahong Huahuo,"Go Ren is the adoptive father female winemakers deliberately lost roots Tian Tian tree only on behalf of the brother of the wedding, the wedding night, the bandits robbed Chen Tian three guns and took away the bride bonuses.",0.013879506647117183,1.0,4.2653017701002346e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,False
What's Wrong With Secretary Kim,A competent secretary and a narcissistic boss fall in love while uncovering a traumatic past that causes them to question whether their feelings are real or the result of a shared trauma.,0.013345869430175579,1.0,0.00012795905310300704,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024.0,False
Terrace House: Tokyo 2019-2020,"Six strangers share a fabulous house in Tokyo, looking for love while living under the same roof. With no script, what happens next is all up to them.",0.015461335772304609,0.67,0.0008104073363190445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,False
Voltron: Legendary Defender,Five unlikely teenage heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.,0.010280766812210212,0.7227000000000001,0.005075709106419279,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016.0,False
Kasumin,"Also known as Mistin in English. Haruno Kasumi is a fourth-grader. Her parents are zoologists who went over to Africa to carry out their research studies. In order to see off her parents, Kasumi arrived at Kasumi Town. In the middle of the town lies an enormous mansion surrounded by the forest. The mansion belongs to the Kasumi household, the family in which Kasumi will be lodging in and taken care of. There is a mysterious aura about the mansion and Kasumi discovers a series of talking appliances. The Kasumi family refers to these creatures as ""Henamon"". In return for living in with the family, Kasumi will be helping out with the household chores such as cooking and washing. Surrounded by various interesting characters, Kasumi begins a new chapter in her life.",0.015667202548886625,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001.0,False
Astro Note,"Takumi, a gifted chef, just landed a new job. He works at the Astro Manor apartment building that offers breakfast, and there he encounters the beautiful landlady—Mira. It’s love at first sight, and he hopes to charm her, but the quirky tenants and bizarre phenomena don’t make it easy. He even learns by pure chance that Mira is secretly an alien! Will their love survive these unearthly oddities?",0.01638403201194701,0.5700000000000001,0.0002559181062060141,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024.0,False
Lord Of Imprisonment,"The divine catcher Tong Lin comes to Gubeikou in search of his missing wife. He saves Meikei Chi, Yan Jinwaner, and others from bandits and later stays at Yuelai Inn. When the innkeeper's wife disappears under mysterious circumstances, Tong Lin suspects his wife and discovers a deeper conspiracy involving the imperial guards.",0.009829521205961742,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999.0,False
Full Moon,,0.009556977839799728,0.8,4.2653017701002346e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017.0,False
The Fabulous,"Four best friends chase their dreams in the competitive world of fashion while juggling demanding jobs, romantic dilemmas and wild nights on the town.",0.015114258306006035,0.7761,0.0028577521859671573,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022.0,False
3 Sam Taharn Suea Sao Series,"3 Musketeers is written by Kingchat. It tells the story of 3 young female journalists of Siam San newspaper through 3 novels: Mayatawan, Monchantra, and Fa Krachang Dao.

1. Mattana, a 23-year-old girl, is a young reporter with no background.",0.00839024977230057,0.77,0.00012795905310300704,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013.0,False
Queen of Divorce,"Korea’s most skilled divorce solver and an eccentric lawyer who provides solutions for troubled marriages, punishing unfaithful spouses in the process.",0.01249097228162126,0.5700000000000001,0.0002985711239070164,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024.0,False
My Husband's Lover,"The story of Vincent Soriano who got his girlfriend Lally pregnant while they were still in college. They decided to get married even if Vincent's mother Elaine was very much against it. But unknown to Lally, Vincent is keeping a secret from her - a secret he kept from everyone else ever since he was young.",0.013897466671246476,0.9500000000000001,0.00017061207080400938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013.0,False
Vidas en riesgo,"Dr. Ayala and Dr. Martínez attend different medical emergencies and do their best to save their patient’s lives, who usually arrive in life-threatening conditions.",0.008826453858340758,0.2,4.2653017701002346e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016.0,False
Fireman Sam,"Follow the adventures of fireman Sam and his colleagues as they protect the citizens of the Welsh town of Pontypandy. Whenever the alarm sounds, brave Sam and his co-workers can be counted on to jump into a fire engine, hop onto a helicopter, or even launch an inflatable lifeboat to battle blazes, mount rescue missions, or provide medical attention to those in need.",0.013759623486054154,0.6061000000000001,0.001364896566432075,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1987.0,True
Cell Phone,,0.013896793170341627,0.65,0.00017061207080400938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,False
Friends Together,,0.015678427563967434,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,True
The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,"The world's number one assassin has been reincarnated as the eldest son of a family of aristocrat assassins. In exchange for being reincarnated in another world, a goddess has imposed upon him one condition. ""Kill the Hero who is prophesied to destroy the world."" This was to be the mission in his new life. The synergistic effect of the vast knowledge and experience he gained that made all manner of assassinations possible in the modern world, and the secret techniques and magic of the fantasy world's most powerful family of assassins turn him into the greatest assassin of all time.",0.020330971814660634,0.8222,0.008829174664107486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,True
takt op.Destiny,"Music is the light that illuminates people's hearts-- and that ""light"" was suddenly taken from the world. The world changed the night the black ""Kuroya Meteorite"" fell. Grotesque monsters known as D2 emerged from the meteorite and began to overrun the land and people. As the D2 were drawn to melodies people played, eventually ""music"" itself became taboo. However, those who opposed the monsters appeared. They the ""Musicart,"" girls who draw power from music. They possess the great operas and musical scores of humanity history and use them to defeat the D2.",0.016176144732650447,0.6746000000000001,0.0028577521859671573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0,False
Die Pyramide,,0.014027227845580609,0.6000000000000001,4.2653017701002346e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979.0,False
Under One Roof,"Hitotsu Yane no Shita is a Japanese television series. It had a first season in 1993 and a second season, titled Hitotsu Yane no Shita 2, in 1997. It was very popular in Japan, with its highest rating being a remarkable 34 percent and it was also exported to other regions in East Asia. It features Yosuke Eguchi, Noriko Sakai and Masaharu Fukuyama as its leading characters.",0.01402677884497738,0.75,0.00034122414160801877,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1993.0,False
Samantha Brown’s Places to Love,"Samantha Brown has traversed continents, experienced culture, and tasted adventure applying her singular brand of warmth and inclusion along the way. Samantha Brown’s Place to Love will take viewers on a discovery of the emotional heart of travel by highlighting the people who are changing, challenging, and strengthening a destination to deliver a decidedly refreshing and enriching travel experience.",0.014026105344072531,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,True
Cyber Team in Akihabara,"Patapis are cute cyber pets that eat, sleep, play, and help their owners. When Hibari Hanakoganei receives a patapi from the prince of her dreams, mysterious forces try to steal it. Hibari discovers it's not an ordinary patapi. It can transform into a powerful cyber-fighter who looks like Hibari. Hibari's friends also receive similar patapis, and together they form the Cyber Team in Akihabara.

Created by Tsukasa Kotobuki and Satoru Akahori.",0.014025880843770912,0.8,8.530603540200469e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998.0,False
Lilyhammer,"After Frank The Fixer Tagliano testifies against his Mafia boss in New York, he enters the Witness Protection Program and makes an unusual demand: he wants to be set up with a new life in the Norwegian small town of Lillehammer or as he calls it, Lilyhammer.",0.01401914583472243,0.7357,0.009724888035828536,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,False
The Smoking Room,"The Smoking Room is a British television sitcom written by Brian Dooley, who won a BAFTA for the series in 2005. The first series, consisting of eight episodes, was originally transmitted on BBC Three between 29 June and 17 August 2004. The Christmas Special was first transmitted on 20 December 2004. A second series of eight episodes began airing on 26 July 2005.

The first series, including the Christmas Special, was released on DVD by the BBC on 6 February 2006 and on CD in a four-disc set on 4 April 2005. The second series was released on 16 October 2006; a boxed set containing both series was released on the same date.

There will not be a third series; in an interview for the BBC News website on 30 November 2006, the actor Robert Webb who plays Robin, said in passing, ""...there is no more Smoking Room"". England's smoking ban, which prohibits indoor smoking in workplaces, came into force on 1 July 2007, as a result of which internal smoking rooms, like the one in which the series is set, became illegal.",0.01401802333321435,0.82,0.0004691831947110258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004.0,False
Out of the Blue,"Set in Sydney beach suburb of Manly, New South Wales, Out of the Blue is a drama about a group of thirty-year-old friends returning home for a high school reunion, which is brought to an end when someone is murdered. An investigation follows as the group attempts to discover which one of them was the killer.",0.014012410825673945,0.5,0.00012795905310300704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008.0,False
The Files of Young Kindaichi,Kindaichi Hajime is a high school student and a private detective with an IQ of 180. He solves murder cases that are riddled with difficult clues. Kindaichi Hajime works with his childhood friend Nanase Miyuki and Kenmochi Isamu. Kenmochi Isamu is now the chief inspector of the Tokyo Metropolitan Police Department.,0.0140103903229594,0.63,0.0006397952655150352,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2022.0,False
Monchhichi Twins,,0.014009492321752935,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980.0,False
Bite Size Halloween,A series of stand-alone horror shorts ranging from the terrifying to the ridiculous.,0.014009043321149703,0.7000000000000001,0.00021326508850501172,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,True
Food of Love,,0.014009043321149703,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,False
Wallace & Gromit's World of Invention,"In the series, ""Wallace will take a light hearted and humorous look at the real-life inventors, contraptions, gadgets and inventions, with the silent help of Gromit. The series aims to inspire a whole new generation of innovative minds by showing them real, but mind-boggling, machines and inventions from around the world that have influenced his illustrious inventing career"" (the BBC press statement).

Peter Sallis reprised his role as the voice of Wallace. The filmed inserts are mostly narrated by Ashley Jensen, with one in each episode presented in-vision by Jem Stansfield. John Sparkes also voices a portion in the unseen character of archivist Goronwy.",0.014007247318736774,0.6400000000000001,0.0006824482832160375,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,False
