name,overview,popularity,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,first_air_year,in_production_True
Ang Iibigin Ay Ikaw,"Ang Iibigin Ay Ikaw or My One And Only Love is the first ever cine novela in Philippine television. It was the grandest production GMA Network ever had with budget similar to a film project. Produced by GMA Network, Inc and directed by Joyce Bernal and Lore Reyes. Its story revolves around Lemuel, Mia and Waldo, whose lives and loves are intertwined because of the choices they make due to the ambitions they have set for themselves. In 2006-2007, the series was re-aired internationally on GMA Pinoy TV. From July 13, 2010 until April 18, 2011, it was re-aired on GMA Life TV worldwide.",0.03980951598408473,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002.0,False
The Little Murders of Agatha Christie,French adaptations of the stories by Agatha Christie.,0.04958650411946829,0.7400000000000001,0.0020046918319471104,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2009.0,False
The Irregular at Magic High School,In a world where magic is not a fairy tale but has existed for one hundred years siblings Tatsuya and Miyuki Shiba prepare to begin their studies at the elite Private Magic University Affiliated High School (Magic High School for short). Entering on different levels of the academic spectrum the two turn the once peaceful campus into a chaotic one.,0.04638176231389768,0.7897000000000001,0.011132437619961612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,False
I Can See Your Voice,"The music show filled with mysteries and shocking moments is back! Guest celebrities must correctly guess a real singer, based on appearance and a few hints only, among the group of people who are pretending to be a singer. A fake singer who last till the end gets 5000 dollars whereas a real singer who survives gets a precious opportunity to have their own album released.",0.04455792186356803,0.8,0.00021326508850501172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,False
"What's New, Scooby-Doo?","Scooby-Doo and the Mystery, Inc. gang are launched into the 21st century, with new mysteries to solve.",0.04562991080378517,0.7867000000000001,0.026231605886116442,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2002.0,False
Wallander,"Wallander is a Swedish television series adapted from Henning Mankell's Kurt Wallander novels and starring Krister Henriksson in the title role. The 1st series of 13 films was produced in 2005 and 2006, with one taken directly from a novel and the remainder with new storylines suggested by Mankell. The 2nd series of 13 films was shown between 2009 and 2010. The stories are set in Ystad near the southern tip of Sweden.

The three films Before the Frost, Mastermind, and The Secret were premiered in cinemas, with the rest first released as direct-to-DVD movies. The first episode of the second series, Hämnden, was released in Swedish cinemas in January 2009; the rest of the series was made for television.

The BBC aired all 26 episodes of the Swedish television versions on BBC Four.

A third and final season, containing six 90 minute episodes, will air in 2013 with Charlotta Jonsson as Linda Wallander. The first episode, adapted from the novel The Troubled Man, was released in cinemas in January 2013.",0.030155554013986816,0.6898,0.002089997867349115,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2005.0,False
All American,"When a rising high school football player from South Central L.A. is recruited to play for Beverly Hills High, the wins, losses and struggles of two families from vastly different worlds - Compton and Beverly Hills - begin to collide. Inspired by the life of pro football player Spencer Paysinger.",0.047455547256527744,0.819,0.01872467477074003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018.0,True
A Place in the Sun: Summer Sun,,0.04428874600193026,0.65,8.530603540200469e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,True
One Step Beyond,Alcoa Presents: One Step Beyond is an American anthology series created by Merwin Gerard. The original series ran for three seasons on ABC from January 1959 to July 1961.,0.046708634753050794,0.5599999999999999,0.0005118362124120282,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1959.0,False
Oshi No Ko,"Dr. Goro is reborn as the son of the young starlet Ai Hoshino after her delusional stalker murders him. Now, he wants to help his new mother rise to the top, but what can a child do about the dark underbelly of the entertainment industry?",0.07253874145579915,0.8300000000000001,0.0072510130091703985,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,True
Transformers: Robots In Disguise,"Years after the events of Predacons Rising, Bumblebee is summoned back to Earth to battle several of Cybertron's most wanted Decepticons that escaped from a crashed prison ship and assembles a team of young Autobots that includes Sideswipe (a rebel ""bad boy bot""), Strongarm (an Elite Guard cadet), Grimlock (a bombastic Dinobot), and Fixit (a hyperactive Mini-Con with faulty wiring).",0.048951168265894573,0.7400000000000001,0.0019193857965451055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,False
Love Once Again,"Zeynep gets married to a man whom her family does not approve and goes to the U.S.A to live there. She gives a birth to a baby boy but when her marriage does not go well she decides to return to Turkey as devastated. Fatih, on the other hand, comes from a rich family and goes to the U.S.A. to study. But, he does not find what he has expected and decides to go back to Turkey. These two people from different backgrounds come across to each other at the same flight to Turkey. They make a marriage agreement on the flight. Fatih wants Zeynep to pretend his wife because his family forces him to get married to Irem. He wants his freedom back. Zeynep, on the other hand, does not want to ask help from her family so, she accepts Fatih’s offer.",0.04595498724052536,0.8500000000000001,0.0007251013009170399,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,False
In Search of...,"In Search of... is a television series that was broadcast weekly from 1977 to 1982, devoted to mysterious phenomena. It was created after the success of three one-hour TV documentaries produced by creator Alan Landsburg: In Search of Ancient Astronauts in 1973, In Search of Ancient Mysteries and The Outer Space Connection, both in 1975. All three featured narration by Rod Serling, who was the initial choice to host the spin-off show. After Serling's death, Leonard Nimoy was selected to be the host.",0.06645051777627065,0.82,0.0008104073363190445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1977.0,False
Reacher,"Jack Reacher, a veteran military police investigator, has just recently entered civilian life. Reacher is a drifter, carrying no phone and the barest of essentials as he travels the country and explores the nation he once served.",0.056355637213798604,0.8074,0.07123053956067392,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2022.0,True
DuckTales,"Scrooge McDuck finds his hands full at home when nephews Huey, Dewey and Louie move to Duckburg. Joined by their loyal pals Launchpad McQuack, Gyro Gearloose and Mrs. Beakley, the DuckTales gang never fails to deliver a wealth of adventure. Get ready for a fortune of fun with DuckTales!",0.04487805929367267,0.7610000000000001,0.026444870974621455,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1987.0,False
A House Divided,"The Sanders family is shaken when their matriarch, Pamela Sanders, suddenly dies. Cameron Sanders Sr. grieves while being investigated by the SEC. His sons search for answers but one soon spirals out of control, while his daughter finds solace in the arms of her cousin's husband. Can the family find a way to face their enemies together, or will the secrets and lies tear them apart?",0.034543636909376195,0.77,0.0002559181062060141,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,True
SEAL Team,"Military drama following the professional and personal lives of the most elite unit of Navy SEALs as they train, plan and execute the most dangerous, high stakes missions our country can ask of them.",0.05689398893707415,0.8,0.061505651524845384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017.0,True
American Pickers,"Pickers like Mike Wolfe and Frank Fritz are on a mission to recycle America, even if it means diving into countless piles of grimy junk or getting chased off a gun-wielding homeowner’s land. Hitting back roads from coast to coast, the two men earn a living by restoring forgotten relics to their former glory, transforming one person’s trash into another’s treasure.",0.0337863973920249,0.6957,0.0039240776284922155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,True
Black Butler,"In Victorian London, 12-year-old business magnate Ciel Phantomhive thwarts dangers to the queen as he's watched over by his demon butler, Sebastian.",0.04317455100500928,0.77,0.007677543186180422,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2008.0,True
How Do You Play?,"Yoo Jae-suk reunites the producing team of Infinite Challenge and presents you How Do You Play? The Indefinitely expanding YOONIVERSE, based on Yoo's blood, sweat, and tears, will entertain viewers at home. Let's follow Yoo and his friends' new projects every week.",0.04222918023490365,0.8214000000000001,0.0005971422478140328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,True
Tanah Kubur,"Tanah Kubur is a Malaysian religious drama series developed by Rashid Sibir and aired on Astro Oasis from 2011 to 2016, with 15 seasons and 197 episodes. The following is a list of episodes of the Graveyard drama.",0.04630453421014172,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2011.0,True
The One Who Couldn't Love,"La que no podía amar is a Mexican telenovela produced by José Alberto Castro for Televisa. Ximena Suarez wrote the script based on the original story by Delia Fiallo. The cast was headed by Ana Brenda Contreras, Jorge Salinas, and Jose Ron, while Susana González, Julián Gil, Mar Contreras and Ana Bertha Espin portrayed the villains.",0.06438331899898908,0.6000000000000001,8.530603540200469e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,False
30 for 30,"30 for 30 is the umbrella title for a series of documentary films airing on ESPN and its sister networks and online properties. The series, which highlights people and events in the sports world that have generally received small amounts of attention, has featured two ""volumes"" of 30 episodes each, a 13-episode series under the ESPN Films Presents title in 2011-2012, and a series of 30 for 30 Shorts shown through the ESPN.com website.",0.040358194721234614,0.7548,0.0013222435487310728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009.0,True
Sgt. Frog,Alien frogs come to take over the planet & get into all kinds of trouble while living under the roof of a small family.,0.04733768459817927,0.73,0.0009810194071230539,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004.0,False
My Wife's Girlfriends,,0.053885235894814434,0.68,0.00012795905310300704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012.0,True
Cédric,,0.0487125244452766,0.6200000000000001,0.0004691831947110258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001.0,False
Haikyu!!,"Inspired by a small-statured pro volleyball player, Shouyou Hinata creates a volleyball team in his last year of middle school. Unfortunately the team is matched up against the ""King of the Court"" Tobio Kageyama's team in their first tournament and inevitably lose. After the crushing defeat, Hinata vows to surpass Kageyama. After entering high school, Hinata joins the volleyball team only to find that Tobio has also joined.",0.03646019598427331,0.86,0.055363616975901045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,False
Rosario Tijeras,Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.,0.05233910231758397,0.7505000000000001,0.06500319897632757,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016.0,False
The Hardy Boys / Nancy Drew Mysteries,"The Hardy Boys/Nancy Drew Mysteries is a television series which aired for three seasons on ABC. The series starred Parker Stevenson and Shaun Cassidy as amateur sleuth brothers Frank and Joe Hardy, respectively, and Pamela Sue Martin as girl detective Nancy Drew.

The Hardy Boys/Nancy Drew Mysteries was unusual in that it often dealt with the characters individually, in an almost anthological style. That is, some episodes featured only the Hardy Boys and others only Nancy Drew.",0.035439617613126265,0.71,0.0010663254425250586,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1977.0,False
Victorious,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,0.055363570380956816,0.8210000000000002,0.06833013435700576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,False
Thunderbirds Are Go!,"Remake of the hit 1960s television show. In the 21st century, Jeff Tracy, a former astronaut, amasses a colossal fortune and decides that he must use it to benefit others. His answer to this desire is to create International Rescue, a unique private emergency response service equipped with customized designed vehicles and equipment that enable the organization to react to any crisis whether it be in sea, air, land, or space. Jeff's five sons volunteer to operate as the pilots and field agents, as well ""Brain"" who acts as the teams engineer. In addition, Jeff's friend, Kyrano and his daughter Tanusha aka Kayo (based on the original series Tin-Tin character) agree to be the support staff. In addition to the field team, IR also maintains an intelligence network with Lady Penelope and her ex-con chauffeur, Parker as the chief agents in this arm.",0.04908833795018204,0.6337,0.0018340797611431008,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015.0,False
Queer As Folk,"Brash humor and genuine emotion make up this original series revolving around the lives, loves, ambitions, careers and friendships of a group of gay men and women living on Liberty Avenue in contemporary Pittsburgh, PA. The show offers an unapologetic look at modern, urban gay and lesbian lives while addressing the most critical health and political issues affecting the community. Sometimes racy, sometimes sensitive and always straight to the heart.",0.05619354799603174,0.82,0.020601407549584134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,False
Chi's Sweet Home,"An American Shorthair kitten wanders away from her mother and siblings one day while enjoying a walk outside. Lost in her surroundings, she struggles to find her way back home. She is soon found by the Yamada family. Finding a home for her proves to be difficult, so the family eventually decides to keep the kitten, naming her ""Chi"".",0.04573969145127547,0.66,0.0006397952655150352,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008.0,False
Have I Got a Bit More News for You,"Based on the week’s news and fronted by guest hosts, this extended version of the satirical news quiz features more of the stuff that wouldn't fit into the regular programme.",0.03472929865881275,0.65,0.0005544892301130305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,True
Outsiders,"A struggle for power and control set in the rugged and mysterious hills of Appalachia, ""Outsiders"" tells the story of the Farrell clan, a family of outsiders who've been in these parts since before anyone can remember. Living off the grid and above the law on their mountaintop homestead, they'll protect their world and defend their way of life using any means necessary.",0.036935014122191474,0.6448,0.0053316272126252935,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016.0,False
13 Reasons Why,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",0.03541784108386951,0.7612000000000001,0.17359778204307955,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2017.0,False
Urusei Yatsura,"Tokyo. Tomobiki Town. Lum, the gorgeous daughter of an invading race of Oni Aliens is smitten with High School student Ataru Moroboshi. A dedicated womanizer, Ataru is unfazed by Lum’s fierce electric shock attacks and continues his daily hunt for pretty girls. With a host of other unique characters, including classmate Shinobu, elegant shrine maiden Sakura, Lum’s best friend’s Oyuki, Benten and Ran, Buddhist Monk Cherry, Ten, the little brat, heir to a wealthy family Shutaro Mendo and the secretly female beauty Ryunosuke… A classic slapstick love comedy where anything goes!",0.04471125556957187,0.65,0.0012795905310300703,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022.0,False
Fate/Grand Order Absolute Demonic Front: Babylonia,"Following the success in the Camelot Singularity, Ritsuka Fujimaru and Mash Kyrielight are assigned to the last Singularity in the Grand Order initiative. In Ancient Babylonia, 2500 BCE, they embark on a mission to secure humanity's survival. Upon arrival, they learn that three gods have threatened Uruk, the Babylonian city ruled by King Gilgamesh. Ritsuka and Mash must work together to fend off the invasion of mysterious beasts in Uruk under Gilgamesh's orders while investigating the true nature of the three gods' actions against humanity; but unknown to Ritsuka, an ancient entity is slowly rising from its slumber.",0.04882679509879922,0.8,0.00780550223928343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,False
The Voice,"The strongest vocalists from across the United states compete in a blockbusters vocal competition, the winner becomes “The Voice.” The show's innovative format features four stages of competition: the blind auditions, the battle rounds, the knockouts and, finally, the live performance shows.",0.05608533885065275,0.5957,0.008487950522499467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,True
FROM,"Unravel the mystery of a nightmarish town in middle America that traps all those who enter. As the unwilling residents fight to keep a sense of normalcy and search for a way out, they must also survive the threats of the surrounding forest – including the terrifying creatures that come out when the sun goes down.",0.05304223726224577,0.8113,0.0417573043292813,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2022.0,True
Sleepy Hollow,Ichabod Crane is resurrected and pulled two and a half centuries through time to unravel a mystery that dates all the way back to the founding fathers.,0.05678533079109192,0.7426,0.04278097675410535,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2013.0,False
Dark Matter,"Jason Dessen is abducted into an alternate version of his life. To get back to his true family, he embarks on a harrowing journey to save them from the most terrifying foe imaginable: himself.",0.04952184803260284,0.7817000000000001,0.009554275965024525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024.0,True
Snowpiercer,"More than seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a gigantic, perpetually-moving train that circles the globe as class warfare, social injustice and the politics of survival play out.",0.037137513394249255,0.7410000000000001,0.049861377692471745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,True
Coronation Street,"The residents of Coronation Street are ordinary, working-class people, and the show follows them through regular social and family interactions at home, in the workplace, and in their local pub, the Rovers Return Inn. Britain's longest-running soap.",0.07142140345465554,0.5322,0.004435913840904244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960.0,True
The Main Chance,"The Main Chance was a British television series which first aired on ITV between 1969,1970,1972 and 1975. A drama, it depicts the sudden transformation in the life of solicitor David Main who relocates from London to Leeds.",0.04870825893954589,0.8,8.530603540200469e-05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1969.0,False
Der Bergdoktor,A medic lives with his small and strange family between the mountains and every episode he comes across a situation with not only his patients but also his family and friends.,0.05017132740517837,0.5739,0.0009810194071230539,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2008.0,True
30 Rock,"Liz Lemon, the head writer for a late-night TV variety show in New York, tries to juggle all the egos around her while chasing her own dream.",0.04616646652464778,0.7434000000000001,0.027937726594156536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006.0,False
Hardcastle and McCormick,"Hardcastle and McCormick is an American action/drama television series from Stephen J. Cannell Productions, shown on ABC from 1983 through 1986. The series stars Brian Keith as Judge Milton C. Hardcastle and Daniel Hugh Kelly as ex-con and race car driver Mark ""Skid"" McCormick. The series premise was somewhat recycled from a previous Cannell series, Tenspeed and Brown Shoe.",0.03917485363141586,0.6400000000000001,0.0015781616549370868,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1983.0,False
MasterChef Greece,MasterChef Greece is a Greek competitive cooking game show. It's an adaptation of the British show MasterChef.,0.057167430304442615,0.5599999999999999,0.0002559181062060141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,True
Beyblade: Metal Saga,"A new cast of characters take on the continued battle between good and evil. Gingka, our hero, and his group of loyal friends take on a dangerous group called the Dark Nebula. Dark Nebula’s mission is to take over the world and unleash their evil upon it; but before they can do so, they must destroy Gingka as he is the only person that’s strong enough to stand in their way. The plot thickens as friends become enemies and enemies become allies. Everything starts and ends with Gingka as he struggles to find the strength to defend his world and the honor of Beyblade.",0.04709410177092574,0.7200000000000001,0.0012795905310300703,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2009.0,False
That's So Raven,"No ordinary teenager; Raven Baxter can see glimpses of the future! Watch her schemes and misadventures as she enlists the help of friends, including best friends Eddie and Chelsea, to change life's little outcomes. Raven's younger brother, Cory, is obsessed with money and creates get-rich-quick schemes to try to earn cash.",0.046440356892619494,0.7136,0.009596928982725527,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.0,False
Younger,"Liza Miller, a suddenly single stay-at-home mother, tries to get back into the working world, only to find it’s nearly impossible to start at the bottom at 40-year old. When a chance encounter convinces her she looks younger than she is, Liza tries to pass herself off as 26 and lands a job as an assistant at Empirical Press. Now she just has to make sure no one finds out the secret only she and her best friend Maggie share.",0.04666328569212433,0.6797,0.008402644487097462,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,False
A Question of Sport,"Sporting quiz show, with regular captains leading teams of celebrities.",0.04113519026512813,0.5846,0.0005544892301130305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970.0,True
Saint Seiya,"Ages ago, the goddess Athena was served by fighters called Saints who channeled the power of the Cosmos within them. Now a youth named Seiya has trained to become a Saint himself by earning the mystical Cloth of Pegasus. He is joined by other Saints with Cloths of their own to fight for Athena.",0.046369639297610406,0.8477000000000001,0.052633823843036893,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1986.0,False
SHIROBAKO,"In a school in northeastern Japan, five friends in the animation club, Aoi, Ema, Shizuka, Misa, and Midori swear to complete a new anime called ""Shinbutsu Konkou SHICHIFUKUJIN"" with some donuts. Since then, day after day, the five spend all of their time on anime production. The awe of going from rough sketches to animation, and the awkward acting in the after-recording session... The final product was finished at the cultural fair six months later. After they graduated they still pursued animation and swore on some donuts that they would make another anime together.",0.05614685193329558,0.7933,0.0025591810620601407,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,False
Spicks and Specks,"Adam Hills, one of Australia's favourite comedians and winner of Edinburgh's Best of the Fest award, is joined by two team captains, comedian and actor Alan Brough and radio breakfast announcer Myf Warhurst, as well as brave personalities who enjoy having long forgotten embarrassing stories laughed about on national television.

Two teams go head to head as they sing, shout and delve deep into the recesses of their collective minds to help earn their team an extremely inglorious victory.",0.06283022591240853,0.6714000000000001,0.0002985711239070164,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005.0,True
Sonny with a Chance,"Allison ""Sonny"" Munroe makes the leap from the Midwest to Los Angeles to join the cast of ""So Random!,"" the most popular sketch comedy TV show for kids and tweens. Her fellow young actors are resident teen queen Tawni, super suave Nico, gregarious funnyman Grady and quirky Zora. Now Sonny must somehow balance these new friendships while adjusting to her family's decidedly different way of life in Hollywood. Meanwhile, Sonny must also contend with heartthrob Chad Dylan Cooper, star of the rival show ""MacKenzie Falls,"" who makes it known that he thinks his dramatic work is better than her comedy career.",0.04130962699948388,0.79,0.013691618682021752,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2009.0,False
Learn Out Loud,"Kelas Internasional (English: International Class) is an Indonesian sitcom based on the 1970s British sitcom Mind Your Language. It revolves around someone who teaches a Bahasa Indonesia class composing of students from many different countries. It is aired every day at 5:00 P.M. It has been aired in three seasons, the first from 18 June 2015 to 16 March 2016, the second from 28 March 2016 to 19 August 2016, and the third since 22 August 2016 to 17 February 2017.",0.03912097355902798,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,True
Climax!,Climax! is an American anthology series that aired on CBS from 1954 to 1958. The series was hosted by William Lundigan and later co-hosted by Mary Costa. It was one of the few CBS programs of that era to be broadcast in color. Many of the episodes were performed and broadcast live.,0.05332353614017081,0.27,0.00038387715930902113,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1954.0,False
The Real Housewives of Salt Lake City,"Fueled by multi-million-dollar businesses and brands, a hidden social circle of successful women have created their own paradise in the majestic mountains of Utah.",0.029507197142919366,0.5684,0.0008104073363190445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.0,True
Topfgeldjäger,,0.04070145568240572,0.6000000000000001,8.530603540200469e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,False
The New Adventures of Lassie,"For generations, Lassie the beautiful collie has been known and loved by viewers all over the world. Once again she enters the homes of millions of viewers as she talks for the first time in a TV adventure series for children aged 6 to 9.

",0.033412379889532384,0.73,0.00012795905310300704,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014.0,True
The General's Daughter,"2nd LT Rhian Bonifacio is a Military Nurse for the AFP and is dedicated in saving lives. But she has a secret. She's a spy, trained by her very own father, Tiago, to exact revenge against his enemy, Marcial, a general of the army. She will be wedged between the two forces because of her love for her family.",0.05539320442077014,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,False
Solo Leveling,"They say whatever doesn’t kill you makes you stronger, but that’s not the case for the world’s weakest hunter Sung Jinwoo. After being brutally slaughtered by monsters in a high-ranking dungeon, Jinwoo came back with the System, a program only he could see, that’s leveling him up in every way. Now, he’s inspired to discover the secrets behind his powers and the dungeon that spawned them.",0.05026516853125393,0.8613,0.016464064832586906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024.0,True
The Dead Files,Psychic medium Amy Allan and former NYPD homicide detective Steve DiSchiavi investigate locations that are reported to be haunted.,0.07096521884177152,0.6900000000000001,0.002473875026658136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,True
Epic Rap Battles of History,"Pitting notable historical and pop culture figures, real and fictional, against one another in a rap battle format.",0.03885045069558052,0.7288000000000001,0.0014075495841330773,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,True
Dr. Romantic,"An eccentric, triple board-certified virtuoso surgeon leaves a top job in Seoul and ends up at a provincial hospital, where he mentors young doctors.",0.03412022934052813,0.82,0.003966730646193218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016.0,False
Sazae-san,The adventures of Sazae Fuguta and her family and friends in their Tokyo suburb.,0.039857783548932206,0.66,0.00021326508850501172,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1969.0,True
21 Jump Street,21 Jump Street revolves around a group of young cops who would use their youthful appearance to go undercover and solve crimes involving teenagers and young adults.,0.03173221963223708,0.7091000000000001,0.006312646619748347,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1987.0,False
Gomorrah,"Based on Robert Saviano's bestselling book, this gritty Italian crime drama paints a portrait of the brutal Neapolitan crime organisation the Camorra, as seen through the eyes of Ciro Di Marzo, the obedient and self- confident right-hand man of the clan's godfather, Pietro Savastano.",0.03773490869684984,0.8039000000000001,0.019577735124760076,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014.0,False
Totally Spies!,"Totally Spies! depicts three girlfriends 'with an attitude' who have to cope with their daily lives at high school as well as the unpredictable pressures of international espionage. They confront the most intimidating - and demented - of villains, each with their own special agenda for demonic, global rude behavior.",0.04067743415013279,0.7153,0.009170398805715504,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001.0,True
Wir in Bayern,,0.03581498211742848,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003.0,True
Blue Exorcist,"Humans live in the world of Assiah, demons in Gehenna. The two dimensions are not meant to interfere with each other, but demons still possess creatures in Assiah in spite of this. The humans who can fight these demons are known as exorcists. Rin Okumura is a boy who bears the curse of being Satan's illegitimate son. His foster father sacrificed himself to save him from demons. To avenge his foster father's death as well as to prove himself, Rin decides to follow the path of an exorcist and defeat his own father, Satan. To hone his raw skills, Rin enters True Cross Academy to train with other exorcist candidates.",0.04494024587722034,0.7905000000000001,0.01799957346982299,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2011.0,True
Fox News Sunday,"Fox News Sunday with Chris Wallace is a Sunday morning news/talk show on the Fox Broadcasting Company; since 2003, Fox News Sunday has been hosted by Chris Wallace.",0.06173735844414108,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996.0,True
Two Guys and a Girl,"This story revolves around the lives of three teenagers, Berg, Pete and Sharon and how their lives are entwined. It further deals with the bonds they share with each other.",0.031596172449457685,0.7200000000000001,0.0058434634250373214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998.0,False
